Date,Open,High,Low,Close,Volume,RSI14,MA5,MA25,MA75
2025-09-25,898.0,909.0,896.0,905.0,66900.0,,,,
2025-09-26,904.0,910.0,899.0,900.0,96500.0,,,,
2025-09-29,870.0,919.0,870.0,892.0,324400.0,,,,
2025-09-30,888.0,890.0,869.0,869.0,123700.0,,,,
2025-10-01,863.0,863.0,840.0,840.0,123500.0,,881.2,,
2025-10-02,845.0,859.0,833.0,841.0,46500.0,,868.4,,
2025-10-03,842.0,845.0,836.0,844.0,29400.0,,857.2,,
2025-10-06,847.0,852.0,839.0,842.0,65900.0,,847.2,,
2025-10-07,843.0,844.0,839.0,844.0,28100.0,,842.2,,
2025-10-08,842.0,852.0,840.0,852.0,56300.0,,844.6,,
2025-10-09,854.0,854.0,843.0,852.0,34700.0,,846.8,,
2025-10-10,850.0,850.0,836.0,837.0,49700.0,,845.4,,
2025-10-14,828.0,829.0,817.0,820.0,70700.0,,841.0,,
2025-10-15,823.0,837.0,823.0,834.0,23700.0,,839.0,,
2025-10-16,840.0,843.0,836.0,839.0,25800.0,24.8,836.4,,
2025-10-17,839.0,839.0,828.0,828.0,20300.0,22.4,831.6,,
2025-10-20,831.0,843.0,830.0,843.0,34400.0,32.1,832.8,,
2025-10-21,846.0,847.0,839.0,841.0,21700.0,31.6,837.0,,
2025-10-22,856.0,856.0,841.0,847.0,57000.0,35.3,839.6,,
2025-10-23,841.0,853.0,841.0,853.0,16900.0,38.9,842.4,,
2025-10-24,855.0,855.0,848.0,854.0,16200.0,39.5,847.6,,
2025-10-27,855.0,860.0,850.0,855.0,37800.0,40.1,850.0,,
2025-10-28,852.0,852.0,840.0,840.0,28200.0,34.3,849.8,,
2025-10-29,841.0,841.0,823.0,825.0,45200.0,29.7,845.4,,
2025-10-30,823.0,828.0,820.0,828.0,24800.0,31.7,840.4,849.0,
2025-10-31,833.0,843.0,830.0,831.0,27000.0,33.7,835.8,846.0,
2025-11-04,831.0,831.0,820.0,825.0,27200.0,31.7,829.8,843.0,
2025-11-05,821.0,832.0,808.0,831.0,77800.0,35.8,828.0,840.6,
2025-11-06,837.0,916.0,837.0,861.0,562900.0,51.5,835.2,840.3,
