Datetime,Open,High,Low,Close,Volume,RSI14,MA5,MA25,MA75
2026-07-29T19:00:00+0900,4091.5,4093.7,4085.1,4086.1,0.0,,,,
2026-07-29T20:00:00+0900,4086.8,4095.4,4084.0,4091.5,5100.0,,,,
2026-07-29T21:00:00+0900,4091.7,4092.5,4067.4,4080.9,12532.0,,,,
2026-07-29T22:00:00+0900,4081.3,4084.8,4060.3,4064.8,17240.0,,,,
2026-07-29T23:00:00+0900,4065.1,4068.4,4053.9,4063.2,19676.0,,4077.3,,
2026-07-30T00:00:00+0900,4063.6,4072.2,4061.7,4068.5,7918.0,,4073.8,,
2026-07-30T01:00:00+0900,4068.5,4091.7,4066.3,4086.1,9170.0,,4072.7,,
2026-07-30T02:00:00+0900,4086.2,4109.3,4086.1,4102.9,17758.0,,4077.1,,
2026-07-30T03:00:00+0900,4103.1,4170.3,4101.3,4166.8,30378.0,,4097.5,,
2026-07-30T04:00:00+0900,4167.1,4176.8,4103.8,4104.7,18040.0,,4105.8,,
2026-07-30T05:00:00+0900,4104.2,4128.9,4101.7,4126.0,5898.0,,4117.3,,
2026-07-30T07:00:00+0900,4126.7,4148.2,4121.1,4146.3,0.0,,4129.3,,
2026-07-30T08:00:00+0900,4146.5,4158.0,4142.0,4142.0,2402.0,,4137.2,,
2026-07-30T09:00:00+0900,4142.5,4144.3,4122.3,4129.7,3847.0,,4129.7,,
2026-07-30T10:00:00+0900,4130.0,4151.5,4127.8,4142.4,5691.0,66.1,4137.3,,
2026-07-30T11:00:00+0900,4142.1,4148.0,4120.7,4121.4,2713.0,59.6,4136.4,,
2026-07-30T12:00:00+0900,4121.1,4127.5,4107.6,4114.1,3621.0,57.5,4129.9,,
2026-07-30T13:00:00+0900,4115.9,4117.1,4100.3,4102.5,2766.0,54.2,4122.0,,
2026-07-30T14:00:00+0900,4102.2,4108.0,4085.0,4090.4,4857.0,50.9,4114.2,,
2026-07-30T15:00:00+0900,4090.8,4098.1,4086.3,4093.8,4322.0,51.8,4104.4,,
2026-07-30T16:00:00+0900,4093.8,4108.5,4092.7,4096.1,6831.0,52.4,4099.4,,
2026-07-30T17:00:00+0900,4096.1,4130.9,4093.9,4119.2,7080.0,58.3,4100.4,,
2026-07-30T18:00:00+0900,4119.4,4131.5,4118.3,4121.5,6006.0,58.8,4104.2,,
2026-07-30T19:00:00+0900,4121.8,4142.2,4121.2,4136.4,6229.0,62.2,4113.4,,
2026-07-30T20:00:00+0900,4136.5,4141.5,4133.6,4136.0,3105.0,62.1,4121.8,4109.3,
2026-07-30T21:00:00+0900,4136.0,4145.4,4125.4,4127.4,7534.0,58.8,4128.1,4111.0,
2026-07-30T22:00:00+0900,4127.3,4172.5,4123.2,4172.0,17844.0,68.2,4138.7,4114.2,
2026-07-30T23:00:00+0900,4172.1,4180.2,4145.6,4159.1,22927.0,63.7,4146.2,4117.3,
2026-07-31T00:00:00+0900,4159.4,4169.2,4141.9,4167.0,9370.0,65.2,4152.3,4121.4,
2026-07-31T01:00:00+0900,4166.8,4178.3,4165.6,4169.8,6132.0,65.7,4159.1,4125.7,
2026-07-31T02:00:00+0900,4169.8,4170.2,4157.1,4161.5,6751.0,62.6,4165.9,4129.4,
2026-07-31T03:00:00+0900,4161.5,4166.8,4157.7,4158.8,3126.0,61.6,4163.2,4132.3,
2026-07-31T04:00:00+0900,4158.7,4174.5,4158.0,4171.2,3776.0,64.4,4165.7,4135.0,
2026-07-31T05:00:00+0900,4171.3,4176.7,4158.0,4162.8,3250.0,61.1,4164.8,4134.9,
