Date,Open,High,Low,Close,Volume,RSI14,MA5,MA25,MA75
2025-09-16,3818.0,3854.0,3785.0,3798.0,20361400.0,,,,
2025-09-17,3757.0,3764.0,3691.0,3703.0,16142000.0,,,,
2025-09-18,3721.0,3728.0,3671.0,3679.0,13017300.0,,,,
2025-09-19,3712.0,3755.0,3593.0,3698.0,29246600.0,,,,
2025-09-22,3734.0,3790.0,3665.0,3682.0,18661600.0,,3712.0,,
2025-09-24,3706.0,3878.0,3687.0,3878.0,34183800.0,,3728.0,,
2025-09-25,3879.0,3948.0,3837.0,3848.0,30429900.0,,3757.0,,
2025-09-26,3823.0,3926.0,3821.0,3859.0,23945300.0,,3793.0,,
2025-09-29,3880.0,3947.0,3861.0,3925.0,29220300.0,,3838.4,,
2025-09-30,3862.0,3920.0,3852.0,3879.0,20551400.0,,3877.8,,
2025-10-01,3791.0,3823.0,3682.0,3732.0,43528500.0,,3848.6,,
2025-10-02,3747.0,3748.0,3658.0,3680.0,24211900.0,,3815.0,,
2025-10-03,3693.0,3733.0,3648.0,3690.0,20747500.0,,3781.2,,
2025-10-06,4250.0,4251.0,4022.0,4102.0,80335700.0,,3816.6,,
2025-10-07,4172.0,4189.0,3996.0,4082.0,52087200.0,42.5,3857.2,,
2025-10-08,4124.0,4273.0,4099.0,4247.0,48675700.0,49.4,3960.2,,
2025-10-09,4308.0,4338.0,4181.0,4193.0,32935600.0,47.4,4062.8,,
2025-10-10,4188.0,4191.0,4033.0,4037.0,27164100.0,42.0,4132.2,,
2025-10-14,4030.0,4074.0,3943.0,3981.0,34360700.0,40.3,4108.0,,
2025-10-15,4020.0,4125.0,4003.0,4123.0,25542700.0,46.4,4116.2,,
2025-10-16,4220.0,4288.0,4203.0,4268.0,30942100.0,51.8,4120.4,,
2025-10-17,4211.0,4405.0,4203.0,4290.0,39754200.0,52.6,4139.8,,
2025-10-20,4390.0,4412.0,4316.0,4412.0,29946400.0,56.8,4214.8,,
2025-10-21,4450.0,4473.0,4253.0,4268.0,44854400.0,51.1,4272.2,,
2025-10-22,4326.0,4399.0,4254.0,4347.0,39321500.0,53.8,4317.0,3976.0,
2025-10-23,4277.0,4452.0,4275.0,4452.0,40017700.0,57.3,4353.8,4002.2,
2025-10-24,4500.0,4516.0,4410.0,4426.0,35692300.0,56.1,4381.0,4031.1,
2025-10-27,4515.0,4584.0,4412.0,4479.0,44182100.0,58.0,4394.4,4063.1,
2025-10-28,4468.0,4525.0,4395.0,4416.0,44179500.0,55.1,4424.0,4091.8,
2025-10-29,4500.0,4529.0,4422.0,4448.0,35764900.0,56.3,4444.2,4122.5,
2025-10-30,4460.0,4538.0,4439.0,4538.0,48781600.0,59.5,4461.4,4148.9,
2025-10-31,4490.0,4660.0,4464.0,4653.0,46855400.0,63.3,4506.8,4181.1,
2025-11-04,4677.0,4699.0,4547.0,4596.0,33901600.0,60.3,4530.2,4210.6,
2025-11-05,4504.0,4515.0,4277.0,4455.0,44751800.0,53.5,4538.0,4231.8,
2025-11-06,4500.0,4618.0,4484.0,4618.0,31465000.0,59.2,4572.0,4261.3,
2025-11-07,4513.0,4580.0,4348.0,4449.0,48712400.0,52.1,4554.2,4290.0,
2025-11-10,4459.0,4485.0,4338.0,4362.0,27860300.0,48.8,4496.0,4317.3,
2025-11-11,4400.0,4402.0,4305.0,4336.0,20815400.0,47.9,4444.0,4343.1,
2025-11-12,4300.0,4327.0,4208.0,4327.0,21374300.0,47.5,4418.4,4352.1,
2025-11-13,4349.0,4387.0,4325.0,4381.0,15046000.0,49.9,4371.0,4364.1,
2025-11-14,4241.0,4278.0,4147.0,4174.0,28564600.0,42.1,4316.0,4361.2,
2025-11-17,4174.0,4232.0,4144.0,4220.0,22812800.0,44.2,4287.6,4362.2,
2025-11-18,4150.0,4182.0,4020.0,4022.0,25825500.0,37.8,4224.8,4361.6,
2025-11-19,4011.0,4015.0,3842.0,3930.0,28987900.0,35.3,4145.4,4359.6,
2025-11-20,4050.0,4140.0,3986.0,4120.0,26811400.0,43.7,4093.2,4359.5,
2025-11-21,3910.0,3978.0,3851.0,3855.0,40259800.0,36.6,4029.4,4343.0,
2025-11-25,3850.0,3925.0,3822.0,3877.0,24499400.0,37.5,3960.8,4326.4,
2025-11-26,3947.0,3992.0,3887.0,3931.0,20665200.0,39.8,3942.6,4307.2,
2025-11-27,3947.0,3962.0,3879.0,3882.0,17272900.0,38.4,3933.0,4291.8,
2025-11-28,3919.0,3955.0,3887.0,3947.0,16436400.0,41.3,3898.4,4275.8,
2025-12-01,3945.0,3947.0,3866.0,3902.0,16710600.0,39.9,3907.8,4253.8,
2025-12-02,3873.0,3888.0,3827.0,3861.0,17317700.0,38.6,3904.6,4231.2,
2025-12-03,3884.0,3937.0,3861.0,3886.0,15749100.0,39.9,3895.6,4207.4,
2025-12-04,3900.0,4054.0,3898.0,4048.0,21463300.0,47.5,3928.8,4192.7,
2025-12-05,4029.0,4091.0,4003.0,4083.0,15940400.0,49.0,3956.0,4178.1,
2025-12-08,4153.0,4211.0,4099.0,4208.0,25364300.0,54.0,4017.2,4164.9,
2025-12-09,4230.0,4280.0,4196.0,4266.0,22337700.0,56.2,4098.2,4149.4,
2025-12-10,4306.0,4336.0,4175.0,4245.0,24874600.0,55.1,4170.0,4135.4,
2025-12-11,4315.0,4325.0,4050.0,4050.0,27870000.0,46.7,4170.4,4119.2,
2025-12-12,4100.0,4184.0,4065.0,4157.0,23471300.0,51.1,4185.2,4100.8,
2025-12-15,4044.0,4114.0,4033.0,4078.0,16746300.0,48.0,4159.2,4085.9,
2025-12-16,4065.0,4079.0,3966.0,3968.0,16599300.0,43.9,4099.6,4070.2,
2025-12-17,3938.0,3945.0,3847.0,3909.0,20334800.0,41.9,4032.4,4053.1,
2025-12-18,3805.0,3819.0,3762.0,3811.0,23096100.0,38.6,3984.6,4032.4,
2025-12-19,3850.0,3943.0,3833.0,3882.0,22183800.0,42.1,3929.6,4012.5,
2025-12-22,3952.0,3955.0,3872.0,3886.0,16267500.0,42.3,3891.2,4001.0,
2025-12-23,3885.0,3914.0,3870.0,3896.0,10653500.0,42.8,3876.8,3988.0,
2025-12-24,3915.0,3924.0,3880.0,3892.0,8730400.0,42.7,3873.4,3982.8,
2025-12-25,3899.0,3909.0,3864.0,3872.0,7481700.0,41.8,3885.6,3980.5,
2025-12-26,3875.0,3884.0,3836.0,3851.0,11897900.0,40.8,3879.4,3969.7,
2025-12-29,3860.0,3902.0,3826.0,3882.0,12590900.0,42.9,3878.6,3970.8,
2025-12-30,3850.0,3883.0,3828.0,3840.0,10458900.0,40.8,3867.4,3969.3,
2026-01-05,4001.0,4198.0,4000.0,4162.0,37954400.0,57.8,3921.4,3978.6,
2026-01-06,4220.0,4275.0,4185.0,4260.0,29663700.0,61.4,3999.0,3993.7,
2026-01-07,4195.0,4232.0,4115.0,4163.0,25108900.0,56.3,4061.4,4002.3,4084.7
