Date,Open,High,Low,Close,Volume,RSI14,MA5,MA25,MA75
2025-09-16,372.3,374.0,366.7,371.5,26530510.0,,,,
2025-09-17,369.1,373.6,366.6,370.1,23261640.0,,,,
2025-09-18,372.6,381.6,370.0,378.6,27786430.0,,,,
2025-09-19,387.6,387.8,364.2,373.2,40755010.0,,,,
2025-09-22,377.1,385.6,376.6,381.4,19972800.0,,375.0,,
2025-09-24,380.2,384.2,376.3,383.6,18760370.0,,377.4,,
2025-09-25,382.9,386.5,381.1,385.7,25887290.0,,380.5,,
2025-09-26,383.1,385.3,379.0,379.0,21561850.0,,380.6,,
2025-09-29,380.4,380.8,375.5,377.8,18249550.0,,381.5,,
2025-09-30,378.6,379.7,373.2,376.1,16966730.0,,380.4,,
2025-10-01,373.9,375.6,366.9,370.4,25700860.0,,377.8,,
2025-10-02,375.9,379.8,372.0,376.4,24766730.0,,375.9,,
2025-10-03,378.9,390.6,378.7,390.5,27564230.0,,378.2,,
2025-10-06,422.2,431.3,418.2,427.9,46441650.0,,388.3,,
2025-10-07,435.4,437.8,426.9,427.5,33503100.0,75.0,398.5,,
2025-10-08,426.7,431.6,423.6,423.6,19250600.0,71.4,409.2,,
2025-10-09,430.9,438.9,428.9,438.7,29546420.0,76.2,421.6,,
2025-10-10,438.8,439.6,427.3,429.3,20473120.0,68.4,429.4,,
2025-10-14,418.3,425.3,402.0,405.9,43299170.0,53.8,425.0,,
2025-10-15,410.2,423.5,408.3,422.1,28350410.0,60.1,423.9,,
2025-10-16,430.0,433.0,426.2,432.6,24454130.0,63.6,425.7,,
2025-10-17,423.4,429.7,418.0,418.8,27155800.0,56.6,421.7,,
2025-10-20,434.1,447.5,432.0,447.5,32670820.0,65.2,425.4,,
2025-10-21,456.9,461.8,446.9,449.6,40713910.0,65.7,434.1,,
2025-10-22,448.6,452.8,437.4,450.1,28010650.0,65.9,439.7,403.5,
2025-10-23,435.8,440.2,433.6,437.6,22305980.0,59.6,440.7,406.2,
2025-10-27,464.2,472.6,462.8,472.4,40127400.0,68.6,451.4,410.3,
